strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/chicken/Florida/22-033918-001-original/2022	2022-10-18	avian_flu	North America	United States	Avian	EPI_ISL_16297131	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/domestic_duck/Florida/22-033918-002-original/2022	2022-10-18	avian_flu	North America	United States	Avian	EPI_ISL_16297132	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Florida/22-033923-001-original/2022	2022-10-20	avian_flu	North America	United States	Avian	EPI_ISL_16297133	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Florida/22-033924-001-original/2022	2022-10-20	avian_flu	North America	United States	Avian	EPI_ISL_16297134	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-033929-001-original/2022	2022-10-23	avian_flu	North America	United States	Avian	EPI_ISL_16297135	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/22-033909-001-original/2022	2022-10-20	avian_flu	North America	United States	Avian	EPI_ISL_16297136	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/South_Dakota/22-033852-001-original/2022	2022-10-21	avian_flu	North America	United States	Avian	EPI_ISL_16297137	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/African_goose/New_Jersey/22-033679-001-original/2022	2022-10-21	avian_flu	North America	United States	Avian	EPI_ISL_16297138	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Virginia/22-033680-002-original/2022	2022-10-21	avian_flu	North America	United States	Avian	EPI_ISL_16297139	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Oklahoma/22-033558-001-original/2022	2022-10-20	avian_flu	North America	United States	Avian	EPI_ISL_16297140	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/peafowl/Florida/22-033621-001-original/2022	2022-10-18	avian_flu	North America	United States	Avian	EPI_ISL_16297141	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/North_Carolina/22-033524-001-original/2022	2022-10-19	avian_flu	North America	United States	Avian	EPI_ISL_16297142	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/Red_Fox/SK/FAV-0824-96/2022	2022-05-05	avian_flu	North America	Canada	Mammal	EPI_ISL_16367899	Canadian Food Inspection Agency	Western College of Veterinary Medicine,  University of Saskatchewan
A/Striped_Skunk/SK/FAV-0824-01/2022	2022-05-30	avian_flu	North America	Canada	Mammal	EPI_ISL_16367971	Canadian Food Inspection Agency	Western College of Veterinary Medicine,  University of Saskatchewan
A/american_crow/Massachusetts/22-006976-004-original/2022	2022-02-27	avian_flu	North America	United States	Avian	EPI_ISL_16632466	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/snowy_owl/Massachusetts/22-008951-004-original/2022	2022-03-13	avian_flu	North America	United States	Avian	EPI_ISL_16632487	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/herring_gull/Massachusetts/22-008951-005-original/2022	2022-03-14	avian_flu	North America	United States	Avian	EPI_ISL_16632488	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/sanderling/Massachusetts/22-008951-009-original/2022	2022-03-09	avian_flu	North America	United States	Avian	EPI_ISL_16632494	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/herring_gull/Massachusetts/22-010671-001-original/2022	2022-03-18	avian_flu	North America	United States	Avian	EPI_ISL_16632495	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/red-tailed_hawk/Massachusetts/22-010671-005-original/2022	2022-03-17	avian_flu	North America	United States	Avian	EPI_ISL_16632496	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/snowy_owl/Massachusetts/22-010671-008-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_16632498	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/peregrine_falcon/Massachusetts/22-010671-009-original/2022	2022-03-24	avian_flu	North America	United States	Avian	EPI_ISL_16632499	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/red-tailed_hawk/Massachusetts/22-010671-010-original/2022	2022-04-04	avian_flu	North America	United States	Avian	EPI_ISL_16632500	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/red-tailed_hawk/Massachusetts/22-016611-001-original/2022	2022-04-01	avian_flu	North America	United States	Avian	EPI_ISL_16632501	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/red-tailed_hawk/Massachusetts/22-016611-004-original/2022	2022-04-11	avian_flu	North America	United States	Avian	EPI_ISL_16632502	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_black-backed_gull/Massachusetts/22-016611-005-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_16632503	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/american_crow/Massachusetts/22-016611-007-original/2022	2022-03-21	avian_flu	North America	United States	Avian	EPI_ISL_16632504	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_black-backed_gull/Massachusetts/22-016611-008-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_16632505	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_horned_owl/Massachusetts/22-016611-011-original/2022	2022-05-02	avian_flu	North America	United States	Avian	EPI_ISL_16632506	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_horned_owl/Massachusetts/22-016611-013-original/2022	2022-05-02	avian_flu	North America	United States	Avian	EPI_ISL_16632507	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/osprey/Massachusetts/22-016611-016-original/2022	2022-05-12	avian_flu	North America	United States	Avian	EPI_ISL_16632508	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/herring_gull/Maine/22-022526-004-original/2022	2022-06-29	avian_flu	North America	United States	Avian	EPI_ISL_16632509	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/gull/Maine/22-022526-005-original/2022	2022-07-08	avian_flu	North America	United States	Avian	EPI_ISL_16632510	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_black-backed_gull/Maine/22-022526-007-original/2022	2022-06-29	avian_flu	North America	United States	Avian	EPI_ISL_16632511	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/common_tern/Maine/22-022526-010-original/2022	2022-07-07	avian_flu	North America	United States	Avian	EPI_ISL_16632512	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/common_eider/Maine/22-022526-013-original/2022	2022-07-08	avian_flu	North America	United States	Avian	EPI_ISL_16632513	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_black-backed_gull/Maine/22-022526-014-original/2022	2022-07-07	avian_flu	North America	United States	Avian	EPI_ISL_16632514	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_black-backed_gull/Maine/22-022526-015-original/2022	2022-06-29	avian_flu	North America	United States	Avian	EPI_ISL_16632515	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/herring_gull/Maine/22-022526-016-original/2022	2022-07-08	avian_flu	North America	United States	Avian	EPI_ISL_16632516	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_black-backed_gull/Massachusetts/22-022527-002-original/2022	2022-07-08	avian_flu	North America	United States	Avian	EPI_ISL_16632517	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/common_eider/Massachusetts/22-022527-003-original/2022	2022-07-07	avian_flu	North America	United States	Avian	EPI_ISL_16632518	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_black-backed_gull/Massachusetts/22-022527-005-original/2022	2022-06-30	avian_flu	North America	United States	Avian	EPI_ISL_16632519	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/double-crested_cormorant/Massachusetts/22-022527-009-original/2022	2022-07-12	avian_flu	North America	United States	Avian	EPI_ISL_16632520	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/common_tern/Maine/22-025070-002-original/2022	2022-07-20	avian_flu	North America	United States	Avian	EPI_ISL_16632521	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/herring_gull/Massachusetts/22-025071-001-original/2022	2022-07-14	avian_flu	North America	United States	Avian	EPI_ISL_16632522	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/canada_goose/Massachusetts/22-025071-002-original/2022	2022-07-21	avian_flu	North America	United States	Avian	EPI_ISL_16632523	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_black-backed_gull/Massachusetts/22-025071-003-original/2022	2022-07-23	avian_flu	North America	United States	Avian	EPI_ISL_16632524	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/great_black-backed_gull/Massachusetts/22-010671-007-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_16632536	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/common_eider/Maine/22-022526-003-original/2022	2022-07-03	avian_flu	North America	United States	Avian	EPI_ISL_16632537	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/herring_gull/Maine/22-022526-002-original/2022	2022-06-28	avian_flu	North America	United States	Avian	EPI_ISL_16632538	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/harbor_seal/Maine/22-022528-003-original/2022	2022-07-08	avian_flu	North America	United States	Mammal	EPI_ISL_16632539	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/harbor_seal/Maine/22-022528-006-original/2022	2022-07-09	avian_flu	North America	United States	Mammal	EPI_ISL_16632540	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/harbor_seal/Maine/22-022528-008-original/2022	2022-07-09	avian_flu	North America	United States	Mammal	EPI_ISL_16632541	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/harbor_seal/Maine/22-025072-002-original/2022	2022-07-15	avian_flu	North America	United States	Mammal	EPI_ISL_16632542	Cummings School of Veterinary Medicine at Tufts University	Cummings School of Veterinary Medicine at Tufts University
A/falcon/Costa_Rica/INC-0001-D0377-23/2023	2023-01-26	avian_flu	North America	Costa Rica	Avian	EPI_ISL_16958548	Inciensa, Investigación y Enseñanza en Nutrición y Salud	Servicio Nacional de Salud Animal (SENASA)
A/red-shouldered_hawk/North_Carolina/121/2022	2022-02-12	avian_flu	North America	United States	Avian	EPI_ISL_16983510	?	?
A/striped_skunk/BC/AIVPHL-118/2022	2022-05-18	avian_flu	North America	Canada	Mammal	EPI_ISL_17073215	British Columbia Centre for Disease Control	B.C. Centre for Disease Control
A/striped_skunk/BC/AIVPHL-113/2022	2022-05-18	avian_flu	North America	Canada	Mammal	EPI_ISL_17073216	British Columbia Centre for Disease Control	B.C. Centre for Disease Control
A/red_fox/BC/AIVPHL-144/2022	2022-05-26	avian_flu	North America	Canada	Mammal	EPI_ISL_17073217	British Columbia Centre for Disease Control	B.C. Centre for Disease Control
A/Vulpes_vulpes/USA/067387/2022	2022-04-04	avian_flu	North America	United States	?	EPI_ISL_17154585	?	?
A/Vulpes_vulpes/USA/088592/2022	2022-04-25	avian_flu	North America	United States	?	EPI_ISL_17154586	?	?
A/Vulpes_vulpes/USA/095525/2022	2022-04-29	avian_flu	North America	United States	?	EPI_ISL_17154587	?	?
A/Vulpes_vulpes/USA/099451/2022	2022-05-04	avian_flu	North America	United States	?	EPI_ISL_17154588	?	?
A/Vulpes_vulpes/USA/099488/2022	2022-04-27	avian_flu	North America	United States	?	EPI_ISL_17154589	?	?
A/Vulpes_vulpes/USA/103994/2022	2022-05-10	avian_flu	North America	United States	?	EPI_ISL_17154590	?	?
A/Vulpes_vulpes/USA/107242/2022	2022-05-12	avian_flu	North America	United States	?	EPI_ISL_17154591	?	?
A/Vulpes_vulpes/USA/074441/2022	2022-04-11	avian_flu	North America	United States	?	EPI_ISL_17154592	?	?
A/Vulpes_vulpes/USA/115912/2022	2022-05-20	avian_flu	North America	United States	?	EPI_ISL_17154593	?	?
A/fox/Wisconsin/22-013774-008-original/2022	2022-05-01	avian_flu	North America	United States	Mammal	EPI_ISL_17260661	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-013774-013-original/2022	2022-05-01	avian_flu	North America	United States	Mammal	EPI_ISL_17260662	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Minnesota/22-014661-002-original/2022	2022-05-09	avian_flu	North America	United States	Mammal	EPI_ISL_17260663	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-014746-007-original/2022	2022-04-19	avian_flu	North America	United States	Mammal	EPI_ISL_17260664	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-014746-015-original/2022	2022-05-03	avian_flu	North America	United States	Mammal	EPI_ISL_17260665	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-014746-021-original/2022	2022-05-06	avian_flu	North America	United States	Mammal	EPI_ISL_17260666	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Wisconsin/22-014746-026-original/2022	2022-05-06	avian_flu	North America	United States	Mammal	EPI_ISL_17260667	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/New_York/22-015066-001-original/2022	2022-04-15	avian_flu	North America	United States	Mammal	EPI_ISL_17260668	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Alaska/22-016300-001-original/2022	2022-05-10	avian_flu	North America	United States	Mammal	EPI_ISL_17260669	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fox/Utah/22-016402-001-original/2022	2022-05-24	avian_flu	North America	United States	Mammal	EPI_ISL_17260670	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/Virginia_opossum/Iowa/22-016780-003-original/2022	2022-05-25	avian_flu	North America	United States	Mammal	EPI_ISL_17260671	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Minnesota/22-017056-001-original/2022	2022	avian_flu	North America	United States	Mammal	EPI_ISL_17260672	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/North_Dakota/22-017061-001-original/2022	2022-05-23	avian_flu	North America	United States	Mammal	EPI_ISL_17260673	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/North_Dakota/22-017061-002-original/2022	2022-05-23	avian_flu	North America	United States	Mammal	EPI_ISL_17260674	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/coyote/Michigan/22-017507-005-original/2022	2022-05-03	avian_flu	North America	United States	Mammal	EPI_ISL_17260675	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Michigan/22-017507-006-original/2022	2022-05-18	avian_flu	North America	United States	Mammal	EPI_ISL_17260676	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Michigan/22-017507-007-original/2022	2022-05-05	avian_flu	North America	United States	Mammal	EPI_ISL_17260677	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Michigan/22-017507-008-original/2022	2022-05-10	avian_flu	North America	United States	Mammal	EPI_ISL_17260678	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Michigan/22-018712-005-original/2022	2022-05-27	avian_flu	North America	United States	Mammal	EPI_ISL_17260679	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/skunk/Idaho/22-018976-004-original/2022	2022-06-06	avian_flu	North America	United States	Mammal	EPI_ISL_17260680	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Alaska/22-019272-001-original/2022	2022-06-15	avian_flu	North America	United States	Mammal	EPI_ISL_17260681	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/skunk/Washington/22-019274-004-original/2022	2022-06-07	avian_flu	North America	United States	Mammal	EPI_ISL_17260682	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/fisher/Wisconsin/22-019946-001-original/2022	2022-04-14	avian_flu	North America	United States	Mammal	EPI_ISL_17260683	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Michigan/22-021733-002-original/2022	2022-07-06	avian_flu	North America	United States	Mammal	EPI_ISL_17260684	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Michigan/22-021733-003-original/2022	2022-07-06	avian_flu	North America	United States	Mammal	EPI_ISL_17260685	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Michigan/22-021733-005-original/2022	2022-07-06	avian_flu	North America	United States	Mammal	EPI_ISL_17260686	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/red_fox/Michigan/22-021733-007-original/2022	2022-07-06	avian_flu	North America	United States	Mammal	EPI_ISL_17260687	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/raccoon/Michigan/22-021733-010-original/2022	2022-07-06	avian_flu	North America	United States	Mammal	EPI_ISL_17260688	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/skunk/Idaho/22-023547-001-original/2022	2022-07-22	avian_flu	North America	United States	Mammal	EPI_ISL_17260689	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/Red_Fox/ON/FAV-0301-05/2022	2022-04-15	avian_flu	North America	Canada	Mammal	EPI_ISL_17393093	Canadian Food Inspection Agency	Ontario Veterinary College, University of Guelph
A/RT-Hawk/ON/FAV-0473-4/2022	2022-04-26	avian_flu	North America	Canada	Avian	EPI_ISL_17394087	Canadian Food Inspection Agency	Ontario Veterinary College, University of Guelph
A/Red_Fox/PEI/FAV-0544-P1/2022	2022-05-19	avian_flu	North America	Canada	Mammal	EPI_ISL_17394088	Canadian Food Inspection Agency	Atlantic Veterinary College, University of Prince Edward Island
A/Blue_Winged_teal/MB/FAV-0913/2022	2022-08-19	avian_flu	North America	Canada	Avian	EPI_ISL_17394090	Canadian Food Inspection Agency	Manitoba Agriculture
A/harbor_seal/Maine/MME-147-L/2022	2022-07-02	avian_flu	North America	United States	Mammal	EPI_ISL_17424622	?	?
A/harbor_seal/Maine/MME-150-ns/2022	2022-07-02	avian_flu	North America	United States	Mammal	EPI_ISL_17424623	?	?
A/harbor_seal/Maine/MME-185-L/2022	2022-07-07	avian_flu	North America	United States	Mammal	EPI_ISL_17424624	?	?
A/harbor_seal/Maine/MME-150-L/2022	2022-07-02	avian_flu	North America	United States	Mammal	EPI_ISL_17424625	?	?
A/harbor_seal/Maine/MME-117-ns/2022	2022-06-24	avian_flu	North America	United States	Mammal	EPI_ISL_17424626	?	?
A/harbor_seal/Maine/MME-185-ns/2022	2022-07-07	avian_flu	North America	United States	Mammal	EPI_ISL_17424627	?	?
A/black_vulture/Georgia/W22-969B/2022	2022-10	avian_flu	North America	United States	Avian	EPI_ISL_17424628	?	?
A/black_vulture/South_Carolina/W22-1080A/2022	2022-11-02	avian_flu	North America	United States	Avian	EPI_ISL_17424629	?	?
A/blue-winged_teal/Minnesota/AV22-690/2022	2022-09	avian_flu	North America	United States	Avian	EPI_ISL_17424630	?	?
A/red-tailed_hawk/Kentucky/W23-143/2022	2022-12-22	avian_flu	North America	United States	Avian	EPI_ISL_17424631	?	?
A/blue-winged_teal/Texas/UGAI22-2966/2022	2022-09	avian_flu	North America	United States	Avian	EPI_ISL_17424632	?	?
A/black_vulture/Georgia/W22-933C/2022	2022-09-29	avian_flu	North America	United States	Avian	EPI_ISL_17424633	?	?
A/eagle/North_Carolina/W23-142B/2023	2023-02-19	avian_flu	North America	United States	Avian	EPI_ISL_17424634	?	?
A/blue-winged_teal/Texas/UGAI22-3268/2022	2022-10	avian_flu	North America	United States	Avian	EPI_ISL_17424635	?	?
A/blue-winged_teal/Minnesota/UGAI22-3620/2022	2022-09-15	avian_flu	North America	United States	Avian	EPI_ISL_17424636	?	?
A/blue-winged_teal/Texas/UGAI22-3250/2022	2022-10	avian_flu	North America	United States	Avian	EPI_ISL_17424637	?	?
A/eagle/North_Carolina/W23-142A/2023	2023-02-16	avian_flu	North America	United States	Avian	EPI_ISL_17424638	?	?
A/blue-winged_teal/Texas/UGAI22-3189/2022	2022-10	avian_flu	North America	United States	Avian	EPI_ISL_17424639	?	?
A/blue-winged_teal/Minnesota/AV22-675/2022	2022-09	avian_flu	North America	United States	Avian	EPI_ISL_17424640	?	?
A/black_vulture/North_Carolina/W22-1079C/2022	2022-11-04	avian_flu	North America	United States	Avian	EPI_ISL_17424641	?	?
A/black_vulture/Louisiana/W23-119/2023	2023-02-08	avian_flu	North America	United States	Avian	EPI_ISL_17424642	?	?
A/black_vulture/Georgia/W22-972A/2022	2022-10	avian_flu	North America	United States	Avian	EPI_ISL_17424643	?	?
A/eagle/South_Carolina/W23-142A/2023	2023-02-19	avian_flu	North America	United States	Avian	EPI_ISL_17424644	?	?
A/blue-winged_teal/Texas/UGAI22-3226/2022	2022-10	avian_flu	North America	United States	Avian	EPI_ISL_17424645	?	?
A/striped_skunk/Kansas/W23-094/2023	2023-01-27	avian_flu	North America	United States	Mammal	EPI_ISL_17424646	?	?
A/eagle/Virginia/W22-101/2023	2023-01-03	avian_flu	North America	United States	Avian	EPI_ISL_17424647	?	?
A/blue-winged_teal/Texas/UGAI22-3190/2022	2022-10	avian_flu	North America	United States	Avian	EPI_ISL_17424648	?	?
A/blue-winged_teal/Texas/UGAI22-2961/2022	2022-09	avian_flu	North America	United States	Avian	EPI_ISL_17424649	?	?
A/black_vulture/Georgia/W22-1056A/2022	2022-11-02	avian_flu	North America	United States	Avian	EPI_ISL_17424650	?	?
A/blue-winged_teal/Minnesota/UGAI22-3611/2022	2022-09-15	avian_flu	North America	United States	Avian	EPI_ISL_17424651	?	?
A/black_vulture/Louisiana/W23-118/2023	2023-02-07	avian_flu	North America	United States	Avian	EPI_ISL_17424652	?	?
A/goose/Virginia/W22-773/2022	2022-09-29	avian_flu	North America	United States	Avian	EPI_ISL_17424653	?	?
A/blue-winged_teal/Minnesota/AV22-680/2022	2022-09	avian_flu	North America	United States	Avian	EPI_ISL_17424654	?	?
A/duck/Minnesota/AV22-632/2022	2022-09	avian_flu	North America	United States	Avian	EPI_ISL_17424655	?	?
A/duck/California/T2202390/2022	2022-11-14	avian_flu	North America	United States	Avian	EPI_ISL_17549523	?	?
A/pelican/Honduras/23-000009-001/2022	2022-12-27	avian_flu	North America	Honduras	Avian	EPI_ISL_17558875	National Veterinary Services Laboratories - USDA	Instituto Hondureno de Investigaciones Medico Veterinarias SAG-SENASA
A/lesser_scaup/Florida/W22-129A/2022	2022-02-12	avian_flu	North America	United States	Avian	EPI_ISL_17768561	?	St. Jude Children's Research Hospital
A/lesser_scaup/Georgia/W22-143/2022	2022-02-12	avian_flu	North America	United States	Avian	EPI_ISL_17768570	?	St. Jude Children's Research Hospital
A/lesser_scaup/Georgia/W22-145A/2022	2022-02-12	avian_flu	North America	United States	Avian	EPI_ISL_17768571	?	St. Jude Children's Research Hospital
A/lesser_scaup/Georgia/W22-145B/2022	2022-02-12	avian_flu	North America	United States	Avian	EPI_ISL_17768572	?	St. Jude Children's Research Hospital
A/lesser_scaup/Georgia/W22-145C/2022	2022-02-12	avian_flu	North America	United States	Avian	EPI_ISL_17768575	?	St. Jude Children's Research Hospital
A/lesser_scaup/Georgia/W22-145D/2022	2022-02-12	avian_flu	North America	United States	Avian	EPI_ISL_17768577	?	St. Jude Children's Research Hospital
A/lesser_scaup/Georgia/W22-145E/2022	2022-02-12	avian_flu	North America	United States	Avian	EPI_ISL_17768578	?	St. Jude Children's Research Hospital
A/snow_goose/Kentucky/W22-092/2022	2022-02-08	avian_flu	North America	United States	Avian	EPI_ISL_17768589	?	St. Jude Children's Research Hospital
A/bald_eagle/Ohio/OH22-8477/2022	2022-03-05	avian_flu	North America	United States	Avian	EPI_ISL_17851832	?	?
A/chicken/Ohio/OH22-20542-1/2022	2022-09-01	avian_flu	North America	United States	Avian	EPI_ISL_17851847	?	?
A/duck/Ohio/OH22-20551/2022	2022-08-31	avian_flu	North America	United States	Avian	EPI_ISL_17851850	?	?
A/turkey/Ohio/OH22-21172-1/2022	2022-09-12	avian_flu	North America	United States	Avian	EPI_ISL_17851854	?	?
A/swan/Ohio/OH22-22368-2/2022	2022-09-25	avian_flu	North America	United States	Avian	EPI_ISL_17851857	?	?
A/silver_pheasant/Ohio/OH22-20552/2022	2022-08-31	avian_flu	North America	United States	Avian	EPI_ISL_17851860	?	?
A/chicken/Ohio/OH22-20542-2/2022	2022-09-01	avian_flu	North America	United States	Avian	EPI_ISL_17851870	?	?
A/chicken/Ohio/OH22-21172-2/2022	2022-09-12	avian_flu	North America	United States	Avian	EPI_ISL_17851873	?	?
A/chicken/Ohio/OH22-26275-1/2022	2022-11-03	avian_flu	North America	United States	Avian	EPI_ISL_17851876	?	?
A/chicken/Ohio/OH22-26275-2/2022	2022-11-03	avian_flu	North America	United States	Avian	EPI_ISL_17851880	?	?
A/goose/Ohio/OH22-21298/2022	2022-09-13	avian_flu	North America	United States	Avian	EPI_ISL_17851885	?	?
A/chicken/Ohio/OH22-7075/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_17851901	?	?
A/chicken/Ohio/OH22-26275-3/2022	2022-11-03	avian_flu	North America	United States	Avian	EPI_ISL_17851903	?	?
A/black_vulture/Georgia/W22-487/2022	2022-07-01	avian_flu	North America	United States	Avian	EPI_ISL_17885990	?	?
A/black_vulture/Georgia/W22-406/2022	2022-06-23	avian_flu	North America	United States	Avian	EPI_ISL_17885991	?	?
A/common_eider/Massachusetts/W22-438A/2022	2022-06-23	avian_flu	North America	United States	Avian	EPI_ISL_17885992	?	?
A/common_eider/Massachusetts/W22-438B/2022	2022-06-23	avian_flu	North America	United States	Avian	EPI_ISL_17885994	?	?
A/common_eider/Massachusetts/W22-438C/2022	2022-06-23	avian_flu	North America	United States	Avian	EPI_ISL_17885996	?	?
A/common_eider/Massachusetts/W22-438D/2022	2022-06-23	avian_flu	North America	United States	Avian	EPI_ISL_17885998	?	?
A/pelican/Costa_Rica/INC-0018-D0370-23/2023	2023-01-26	avian_flu	North America	Costa Rica	Avian	EPI_ISL_17965774	Inciensa, Investigación y Enseñanza en Nutrición y Salud	SENASA-LANASEVE
