strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/American_wigeon/North_Carolina/AH0182517/2022	2022-01-08	avian_flu	North America	United States	Avian	EPI_ISL_9880015	National Veterinary Services Laboratories - USDA	USDA-NWRC Wildlife Services
A/mallard/North_Carolina/AH0182886/2022	2022-01-08	avian_flu	North America	United States	Avian	EPI_ISL_9880019	National Veterinary Services Laboratories - USDA	USDA-NWRC Wildlife Services
A/northern_pintail/North_Carolina/AH0182892/2022	2022-01-08	avian_flu	North America	United States	Avian	EPI_ISL_9880021	National Veterinary Services Laboratories - USDA	USDA-NWRC Wildlife Services
A/gadwall/North_Carolina/AH0182894/2022	2022-01-08	avian_flu	North America	United States	Avian	EPI_ISL_9880151	National Veterinary Services Laboratories - USDA	USDA-NWRC Wildlife Services
A/northern_shoveler/North_Carolina/AH0182913/2022	2022-01-08	avian_flu	North America	United States	Avian	EPI_ISL_9880152	National Veterinary Services Laboratories - USDA	USDA-NWRC Wildlife Services
A/American_wigeon/North_Carolina/AH0182954/2022	2022-01-08	avian_flu	North America	United States	Avian	EPI_ISL_9880153	National Veterinary Services Laboratories - USDA	USDA-NWRC Wildlife Services
A/chicken/Maryland/22-006578-001-original/2022	2022-03-03	avian_flu	North America	United States	Avian	EPI_ISL_11897507	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maryland/22-006578-002-original/2022	2022-03-03	avian_flu	North America	United States	Avian	EPI_ISL_11897508	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Missouri/22-006639-001-original/2022	2022-03-03	avian_flu	North America	United States	Avian	EPI_ISL_11897667	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-006792-001-original/2022	2022-03-04	avian_flu	North America	United States	Avian	EPI_ISL_11897668	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-006792-002-original/2022	2022-03-04	avian_flu	North America	United States	Avian	EPI_ISL_11897669	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Iowa/22-006795-001-original/2022	2022-03-06	avian_flu	North America	United States	Avian	EPI_ISL_11897670	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Iowa/22-006795-002-original/2022	2022-03-06	avian_flu	North America	United States	Avian	EPI_ISL_11897671	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Missouri/22-006944-002-original/2022	2022-03-07	avian_flu	North America	United States	Avian	EPI_ISL_11897672	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Delaware/22-006945-001-original/2022	2022-03-07	avian_flu	North America	United States	Avian	EPI_ISL_11897673	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Delaware/22-006945-002-original/2022	2022-03-07	avian_flu	North America	United States	Avian	EPI_ISL_11897674	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maryland/22-006948-001-original/2022	2022-03-04	avian_flu	North America	United States	Avian	EPI_ISL_11897675	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maryland/22-007086-001-original/2022	2022-03-07	avian_flu	North America	United States	Avian	EPI_ISL_11897676	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Missouri/22-007087-001-original/2022	2022-03-08	avian_flu	North America	United States	Avian	EPI_ISL_11897677	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Missouri/22-007087-002-original/2022	2022-03-08	avian_flu	North America	United States	Avian	EPI_ISL_11897678	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maryland/22-007273-001-original/2022	2022-03-08	avian_flu	North America	United States	Avian	EPI_ISL_11897679	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maryland/22-007273-002-original/2022	2022-03-08	avian_flu	North America	United States	Avian	EPI_ISL_11897680	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/22-007376-001-original/2022	2022-03-10	avian_flu	North America	United States	Avian	EPI_ISL_11897681	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/22-007376-002-original/2022	2022-03-10	avian_flu	North America	United States	Avian	EPI_ISL_11897682	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/guinea_fowl/Illinois/22-007382-001-original/2022	2022-03-09	avian_flu	North America	United States	Avian	EPI_ISL_11897683	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/poultry/Kansas/22-007391-001-original/2022	2022-03-09	avian_flu	North America	United States	Avian	EPI_ISL_11897684	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/poultry/Kansas/22-007391-002-original/2022	2022-03-09	avian_flu	North America	United States	Avian	EPI_ISL_11897685	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Maine/22-007410-001-original/2022	2022-03-10	avian_flu	North America	United States	Avian	EPI_ISL_11897686	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maine/22-007410-002-original/2022	2022-03-10	avian_flu	North America	United States	Avian	EPI_ISL_11897687	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-007534-001-original/2022	2022-03-11	avian_flu	North America	United States	Avian	EPI_ISL_11897688	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-007534-002-original/2022	2022-03-11	avian_flu	North America	United States	Avian	EPI_ISL_11897689	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Wisconsin/22-007545-001-original/2022	2022-03-13	avian_flu	North America	United States	Avian	EPI_ISL_11897690	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Wisconsin/22-007545-002-original/2022	2022-03-13	avian_flu	North America	United States	Avian	EPI_ISL_11897691	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maine/22-007582-001-original/2022	2022-03-11	avian_flu	North America	United States	Avian	EPI_ISL_11897692	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Missouri/22-007677-001-original/2022	2022-03-14	avian_flu	North America	United States	Avian	EPI_ISL_11897693	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Missouri/22-007677-002-original/2022	2022-03-14	avian_flu	North America	United States	Avian	EPI_ISL_11897694	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Nebraska/22-007805-001-original/2022	2022-03-14	avian_flu	North America	United States	Avian	EPI_ISL_11897695	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/waterfowl/Nebraska/22-007805-002-original/2022	2022-03-14	avian_flu	North America	United States	Avian	EPI_ISL_11897696	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/New_Hampshire/22-007886-001-original/2022	2022-03-15	avian_flu	North America	United States	Avian	EPI_ISL_11897697	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Delaware/22-008054-002-original/2022	2022-03-16	avian_flu	North America	United States	Avian	EPI_ISL_11897698	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Delaware/22-008054-003-original/2022	2022-03-16	avian_flu	North America	United States	Avian	EPI_ISL_11897699	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/guinea_fowl/Maine/22-008064-001-original/2022	2022-03-15	avian_flu	North America	United States	Avian	EPI_ISL_11897700	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maine/22-008064-002-original/2022	2022-03-15	avian_flu	North America	United States	Avian	EPI_ISL_11897701	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/duck/Kansas/22-008114-001-original/2022	2022-03-16	avian_flu	North America	United States	Avian	EPI_ISL_11897702	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Kansas/22-008114-002-original/2022	2022-03-16	avian_flu	North America	United States	Avian	EPI_ISL_11897703	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/22-008176-003-original/2022	2022-03-17	avian_flu	North America	United States	Avian	EPI_ISL_11897704	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008239-001-original/2022	2022-03-17	avian_flu	North America	United States	Avian	EPI_ISL_11971464	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008239-002-original/2022	2022-03-17	avian_flu	North America	United States	Avian	EPI_ISL_11971465	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008242-001-original/2022	2022-03-17	avian_flu	North America	United States	Avian	EPI_ISL_11971466	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008242-002-original/2022	2022-03-17	avian_flu	North America	United States	Avian	EPI_ISL_11971467	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Kansas/22-008259-001-original/2022	2022-03-16	avian_flu	North America	United States	Avian	EPI_ISL_11971468	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Kansas/22-008259-002-original/2022	2022-03-16	avian_flu	North America	United States	Avian	EPI_ISL_11971469	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maine/22-008366-001-original/2022	2022-03-18	avian_flu	North America	United States	Avian	EPI_ISL_11971470	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maine/22-008367-001-original/2022	2022-03-18	avian_flu	North America	United States	Avian	EPI_ISL_11971471	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Maine/22-008367-002-original/2022	2022-03-18	avian_flu	North America	United States	Avian	EPI_ISL_11971472	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/22-008373-001-original/2022	2022-03-19	avian_flu	North America	United States	Avian	EPI_ISL_11971475	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/22-008373-002-original/2022	2022-03-19	avian_flu	North America	United States	Avian	EPI_ISL_11971476	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Nebraska/22-008467-001-original/2022	2022-03-21	avian_flu	North America	United States	Avian	EPI_ISL_11971477	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008479-001-original/2022	2022-03-21	avian_flu	North America	United States	Avian	EPI_ISL_11971478	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008479-002-original/2022	2022-03-21	avian_flu	North America	United States	Avian	EPI_ISL_11971479	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008483-001-original/2022	2022-03-21	avian_flu	North America	United States	Avian	EPI_ISL_11971480	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008485-001-original/2022	2022-03-21	avian_flu	North America	United States	Avian	EPI_ISL_11971481	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008485-002-original/2022	2022-03-21	avian_flu	North America	United States	Avian	EPI_ISL_11971482	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maine/22-008540-001-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971483	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008702-001-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971484	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008702-002-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971485	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/South_Dakota/22-008704-001-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971486	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/South_Dakota/22-008704-002-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971487	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008705-001-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971488	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008705-002-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971489	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/pheasant/New_York/22-008760-008-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971490	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/mallard/New_York/22-008760-007-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971491	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Iowa/22-008862-002-original/2022	2022-03-23	avian_flu	North America	United States	Avian	EPI_ISL_11971492	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008866-001-original/2022	2022-03-23	avian_flu	North America	United States	Avian	EPI_ISL_11971493	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-008866-002-original/2022	2022-03-23	avian_flu	North America	United States	Avian	EPI_ISL_11971494	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/domestic_duck/Michigan/22-008890-001-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971495	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/domestic_goose/Michigan/22-008890-004-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971496	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Michigan/22-008890-006-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971497	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Michigan/22-008890-007-original/2022	2022-03-22	avian_flu	North America	United States	Avian	EPI_ISL_11971498	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Nebraska/22-009006-001-original/2022	2022-03-23	avian_flu	North America	United States	Avian	EPI_ISL_11971499	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009023-001-original/2022	2022-03-24	avian_flu	North America	United States	Avian	EPI_ISL_11971500	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009023-002-original/2022	2022-03-24	avian_flu	North America	United States	Avian	EPI_ISL_11971501	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/pheasant/New_York/22-009066-001-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_11971502	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maryland/22-008243-001-original/2022	2022-03-17	avian_flu	North America	United States	Avian	EPI_ISL_12567390	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/22-009180-001-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_12567391	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/22-009180-002-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_12567392	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Minnesota/22-009181-001-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_12567393	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/Embden_goose/Minnesota/22-009181-003-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_12567529	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-009182-001-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_12567530	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-009182-003-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_12567531	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/domestic_duck/Nebraska/22-009190-001-original/2022	2022-03-24	avian_flu	North America	United States	Avian	EPI_ISL_12567532	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Nebraska/22-009190-002-original/2022	2022-03-24	avian_flu	North America	United States	Avian	EPI_ISL_12567533	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Missouri/22-009192-002-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_12690318	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/duck/Missouri/22-009192-003-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_12690319	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/South_Dakota/22-009194-002-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_12690320	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/guinea_fowl/South_Dakota/22-009194-003-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_12690321	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-009195-002-original/2022	2022-03-26	avian_flu	North America	United States	Avian	EPI_ISL_12690322	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-009195-003-original/2022	2022-03-26	avian_flu	North America	United States	Avian	EPI_ISL_12690323	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009196-001-original/2022	2022-03-26	avian_flu	North America	United States	Avian	EPI_ISL_12690324	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009196-002-original/2022	2022-03-26	avian_flu	North America	United States	Avian	EPI_ISL_12690325	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009198-001-original/2022	2022-03-26	avian_flu	North America	United States	Avian	EPI_ISL_12690568	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Iowa/22-009227-001-original/2022	2022-03-27	avian_flu	North America	United States	Avian	EPI_ISL_12690569	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Iowa/22-009286-001-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690570	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Iowa/22-009286-002-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690571	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/22-009287-001-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690589	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/22-009287-002-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690590	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-009313-001-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690591	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-009314-001-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690903	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-009314-002-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690904	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/New_York/22-009324-002-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690905	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/domestic_duck/New_York/22-009324-004-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690906	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/American_Buff_goose/New_York/22-009324-006-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690907	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/quail/New_York/22-009324-009-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690908	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Wyoming/22-009326-002-original/2022	2022-03-29	avian_flu	North America	United States	Avian	EPI_ISL_12690909	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009327-001-original/2022	2022-03-27	avian_flu	North America	United States	Avian	EPI_ISL_12690910	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009327-002-original/2022	2022-03-27	avian_flu	North America	United States	Avian	EPI_ISL_12690911	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-009313-002-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12690912	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009329-001-original/2022	2022-03-27	avian_flu	North America	United States	Avian	EPI_ISL_12691028	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009329-002-original/2022	2022-03-27	avian_flu	North America	United States	Avian	EPI_ISL_12691029	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009330-001-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12691030	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009330-002-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12691031	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/North_Carolina/22-009332-001-original/2022	2022-03-27	avian_flu	North America	United States	Avian	EPI_ISL_12691032	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/North_Carolina/22-009332-002-original/2022	2022-03-27	avian_flu	North America	United States	Avian	EPI_ISL_12691033	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/domestic_goose/North_Dakota/22-009337-001-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12691034	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/North_Dakota/22-009337-002-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_12691035	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/Fancy_chicken/NL/FAV-0035/2021	2021-12-17	avian_flu	North America	Canada	Avian	EPI_ISL_12968592	Canadian Food Inspection Agency	Canadian Food Inspection Agency
A/domestic_goose/NL/FAV-0035-17/2021	2021-12-17	avian_flu	North America	Canada	Avian	EPI_ISL_12968593	Canadian Food Inspection Agency	Canadian Food Inspection Agency
A/emu/NL/FAV-0035-12/2021	2021-12-17	avian_flu	North America	Canada	Avian	EPI_ISL_12968817	Canadian Food Inspection Agency	Canadian Food Inspection Agency
A/chicken/NL/FAV-0033/2021	2021-12-21	avian_flu	North America	Canada	Avian	EPI_ISL_12968823	Canadian Food Inspection Agency	Canadian Food Inspection Agency
A/Sebastopol_goose/Massachusetts/22-009371-001-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_13009618	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maine/22-009412-001-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_13009620	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/guinea_fowl/Maine/22-009412-002-original/2022	2022-03-25	avian_flu	North America	United States	Avian	EPI_ISL_13009634	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Ohio/22-009419-001-original/2022	2022-03-26	avian_flu	North America	United States	Avian	EPI_ISL_13009636	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009534-001-original/2022	2022-03-29	avian_flu	North America	United States	Avian	EPI_ISL_13009652	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Iowa/22-009550-001-original/2022	2022-03-29	avian_flu	North America	United States	Avian	EPI_ISL_13009658	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/North_Carolina/22-009583-001-original/2022	2022-03-27	avian_flu	North America	United States	Avian	EPI_ISL_13009673	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/North_Carolina/22-009583-002-original/2022	2022-03-27	avian_flu	North America	United States	Avian	EPI_ISL_13009677	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Wyoming/22-009599-001-original/2022	2022-03-26	avian_flu	North America	United States	Avian	EPI_ISL_13009689	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Wyoming/22-009599-002-original/2022	2022-03-26	avian_flu	North America	United States	Avian	EPI_ISL_13009694	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Maine/22-009605-001-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_13052412	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Maine/22-009605-002-original/2022	2022-03-28	avian_flu	North America	United States	Avian	EPI_ISL_13052413	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/North_Dakota/22-009677-001-original/2022	2022-03-30	avian_flu	North America	United States	Avian	EPI_ISL_13052414	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/22-009688-001-original/2022	2022-03-30	avian_flu	North America	United States	Avian	EPI_ISL_13052415	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Illinois/22-009720-001-original/2022	2022-03-29	avian_flu	North America	United States	Avian	EPI_ISL_13052416	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/goose/Illinois/22-009720-003-original/2022	2022-03-29	avian_flu	North America	United States	Avian	EPI_ISL_13052417	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Minnesota/22-009735-001-original/2022	2022-03-29	avian_flu	North America	United States	Avian	EPI_ISL_13052418	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/22-009820-001-original/2022	2022-03-30	avian_flu	North America	United States	Avian	EPI_ISL_13052419	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
