A/Brown_skua/Bird_Island/128287/2023	2023-10-08	avian_flu	Antarctica	Antarctica	Avian	EPI_ISL_18439562	Animal and Plant Health Agency (APHA) 	Animal and Plant Health Agency (APHA) 
A/Brown_skua/Bird_Island/128288/2023	2023-10-08	avian_flu	Antarctica	Antarctica	Avian	EPI_ISL_18439563	Animal and Plant Health Agency (APHA) 	Animal and Plant Health Agency (APHA) 
A/Brown_skua/Bird_Island/128289/2023	2023-10-08	avian_flu	Antarctica	Antarctica	Avian	EPI_ISL_18439564	Animal and Plant Health Agency (APHA) 	Animal and Plant Health Agency (APHA) 
