strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/South_Africa/R05671/2023	2023-05-24	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17949167	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05672/2023	2023-05-24	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17949168	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/K056289/2023	2023-03-21	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982365	Center for Epidemic Response and Innovation (CERI)	Division of Medical Virology
A/South_Africa/K056294/2023	2023-04-17	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982366	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056295/2023	2023-04-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982367	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056297/2023	2023-01-24	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982368	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056300/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982369	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056301/2023	2023-05-26	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982370	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056302/2023	2023-05-27	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982371	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056303/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982372	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056307/2023	2023-05-27	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982373	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056308/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982375	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056309/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982376	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056311/2023	2023-05-09	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982377	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056315/2023	2023-05-10	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982381	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056316/2023	2023-05-16	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982382	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056317/2023	2023-05-16	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982394	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056318/2023	2023-05-16	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982395	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056324/2023	2023-05-23	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982397	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056326/2023	2023-05-23	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982399	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056327/2023	2023-05-23	h3n2_flu	Africa	South Africa	Human	EPI_ISL_17982401	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/Egypt/2327686/2022	2022-12-01	h3n2_flu	Africa	Egypt	Human	EPI_ISL_18007333	Crick Worldwide Influenza Centre	Ministry of Health and Population
A/Lusaka/04-NIC-381/2023	2023-06-12	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18105972	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Lusaka/04-NIC-400/2023	2023-06-19	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18105973	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Lusaka/04-NIC-402/2023	2023-06-20	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18105975	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/South_Africa/R05043/2023	2023-05-10	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105977	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05201/2023	2023-05-16	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105978	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05223/2023	2023-05-12	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105979	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05309/2023	2023-05-17	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105980	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05466/2023	2023-05-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105981	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05467/2023	2023-05-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105982	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05474/2023	2023-05-18	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105983	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05479/2023	2023-05-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105984	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05481/2023	2023-05-18	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105985	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05484/2023	2023-05-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105986	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05485/2023	2023-05-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105987	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05493/2023	2023-05-22	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105988	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05494/2023	2023-05-22	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105989	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05507/2023	2023-05-22	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105990	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05509/2023	2023-05-22	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105991	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05510/2023	2023-05-22	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105992	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05933/2023	2023-05-26	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105993	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05515/2023	2023-05-22	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105994	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05943/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105995	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05704/2023	2023-05-22	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105996	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05945/2023	2023-05-26	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105997	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05722/2023	2023-05-24	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105998	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05948/2023	2023-05-26	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18105999	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05735/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106000	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05949/2023	2023-05-26	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106001	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05736/2023	2023-05-24	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106002	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05950/2023	2023-05-01	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106003	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05755/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106004	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05952/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106005	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05757/2023	2023-05-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106006	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05760/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106007	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05970/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106008	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05771/2023	2023-05-24	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106009	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05971/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106010	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05779/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106011	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05972/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106012	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05973/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106013	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05785/2023	2023-05-22	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106014	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05978/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106015	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06007/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106032	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06121/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106033	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05854/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106034	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06008/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106035	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06122/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106036	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05876/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106037	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06009/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106038	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06137/2023	2023-06-01	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106039	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06157/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106044	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06016/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106045	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R05884/2023	2023-05-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106046	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06467/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106112	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06275/2023	2023-05-31	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106113	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06108/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106114	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06474/2023	2023-06-02	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106115	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06276/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106116	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06109/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106117	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06476/2023	2023-06-03	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106118	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06277/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106119	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06110/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106120	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06477/2023	2023-06-02	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106121	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06278/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106122	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06111/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106123	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06478/2023	2023-06-02	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106124	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06279/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106125	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06480/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106126	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06281/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106127	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06481/2023	2023-06-02	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106128	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06291/2023	2023-06-02	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106129	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06483/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106130	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06300/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106131	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06484/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106132	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06304/2023	2023-05-26	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106133	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06499/2023	2023-06-02	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106134	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06319/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106135	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06506/2023	2023-06-02	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106136	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06323/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106137	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06508/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106138	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06325/2023	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106140	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06523/2023	2023-06-06	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106141	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06327/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106142	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06531/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106143	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06332/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106144	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06532/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106146	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06340/2023	2023-05-26	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106147	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06533/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106148	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06342/2023	2023-06-02	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106149	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06534/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106150	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06345/2023	2023-06-01	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106151	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06535/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106152	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06346/2023	2023-05-31	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106153	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06551/2023	2023-06-02	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106154	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06347/2023	2023-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106155	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06564/2023	2023-02-06	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106156	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06349/2023	2023-06-01	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106157	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06579/2023	2023-06-06	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106158	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06582/2023	2023-06-06	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106159	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06584/2023	2023-06-03	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106160	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06585/2023	2023-06-01	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106161	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06586/2023	2023-06-06	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106162	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/South_Africa/R06587/2023	2023-06-01	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18106163	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
A/SouthAfrica/PET28442/2023	2023-05-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130245	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28223/2023	2023-04-13	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130246	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28222/2023	2023-04-14	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130248	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28375/2023	2023-04-24	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130249	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28188/2023	2023-04-17	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130275	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28190/2023	2023-04-17	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130276	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28234/2023	2023-04-17	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130277	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28472/2023	2023-04-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130278	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28489/2023	2023-04-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130279	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28490/2023	2023-04-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130280	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28473/2023	2023-04-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130281	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28178/2023	2023-04-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130299	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28177/2023	2023-04-20	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130300	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28419/2023	2023-04-21	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130301	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28394/2023	2023-04-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130302	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28391/2023	2023-04-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130303	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28392/2023	2023-04-26	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130304	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28369/2023	2023-04-26	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130305	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28328/2023	2023-04-28	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130306	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28969/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130356	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28982/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130357	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28980/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130358	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28675/2023	2023-06-06	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130359	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28669/2023	2023-06-07	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130361	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28697/2023	2023-06-08	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130366	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28963/2023	2023-06-08	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130369	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
